Title,Thumbsup,Name,Comment
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,three times,Prime before. I laughed so hard xD
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,CA2SD,😂🙌🏻Prime before...
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Feibai Zhu,"That's actually very likely to happen in the near future in Amazon, send you bunch of products based on algorithms. If you want to return  some, just return them."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Misi Koala,JD.com in China does two hours delivery.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,4,Steve Jackson,That's was some funny shit. Crying! 😂😂
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,TheRedGameboy,"I know lardasses that would UberEats or StD fast food from a place that's a 15min walk away. That point in Wall-E is already here, and I say they all should be the lowest priority to ppl that go in person."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,6,y leo,he was too brash for australia. fitting in well.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Likeyou Care,Send it to me b4 I want it😂😂😂 The scary thing is they're probably already working on how to make that happen.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,Hussam Malik,"And then now that coronavirus is a thing, it seems all ppl wanna do is go out for no reason. Idiots"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Has Nizzie,I don't know but this guys always have his suit perfectly tailored.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,22,PedritoElMaldito,Is it just me or does he kind of sound like JFK? If he can subdue the slight Malaysian twang he can definitely pull it off
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,9,SUMMIT X JZ,send it to me before i want it.....
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Aicx Medina,"""Prime now..."" 🤣"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,3,The__zac,"Ronny“America land of the free and land of never leaving your house”                  

Americans: imma stop you right there"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Brian Doe,"Amazon Prime before his actually available if anyone is wondering.

You can have things scheduled to be delivered on a bi-weekly or monthly basis.

They have this for things like office supplies and toiletries as well as food.

Yes Amazon Prime before it exists the hell kind of world are we living in?"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,imeldo marcos,Actually that is being used in the ai algo of google and amazon. They will offer you items they think you want.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Douggie Harrison,I have purchased a single pen plenty of times lmao I like pens!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Grayson's Adventures,I cant handle this i laughed the entire time
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,Johnny Fang,This guy is hilarious. It’s like Amazon pay him for angry translator.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,5,Nicholosity,I feel like this is something Jeff Bezos would actually say during a business meeting or presentation.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,Liquidmetal702,Ronnys gonna be as big as Jo Koy within 5 years. Bet
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,JP,"Holy shit, this guy is always funny as hell but damn my stomach hurts!😂😂😂"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Fat Albert,Amazon unethically snoops on your private data. I entered a Bezos unfriendly password and now Global Warming Jeff has banned me from recovering a hundred or so books on my Kindle Cloud Reader. A**holes. I guess his predictive software didn't work in this case.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,6ch6ris6,"Amazon ""break into my house"" will sure work great with the second amendment."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Jake Whiddon,Amazon Before!  Gold. And probably an exact prediction of the future
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Martin Hare,Most of the punchlines I saw from him are very related to current society. You wouldn't know his making you realize the irony of this era until he release his last line. Very creative.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,steph g,"1:26 Very soon man, 3d printers in everyhome, items will be made right there in your living room ;)"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Zo Arai,"Am I the only one feeling uncomfortable and scared for what he said might become a truth?
If we indulge ourselves like that, like little Emperors as he calls, it's no wonder humanity will soon decline.
Whether it's on morality or social connections or physical function.
It's horribly frightening."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,C.H,He should tour with Bill Burr. A match made in heaven.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,haroon abbas,"0:51 It’s not a problem, it’s a ME problem!"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Zelda Modise,This is hilarious 😂😂
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Rabid wolverine,I used prime before an already have a PS5.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Vegas911 ZM,"Wow, this guy is funny absolutely hilarious"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,13,The Comedian,"To be honest, I can get behind the whole ""have it sent to me now"" part, but I don't want AI searching around in my brain for what I want."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Chicken 1899,Can't wait for HBO's take on Qualityland
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,GiveMeYourMoney,"Sorry, love it, but also, this is a comedian, dissing a streaming service, while on another streaming service, it’s like saying “yeah my competitors bad, but we’re good” with the only backing being comedy"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,opendebate,Actually we have Instant Delivery services where we can get our package within 3 hours
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,5,d rad,Send it to me before I want it....LMAO!!!!! Before...PRIME...!!!!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Cesare Borgia,"Can't get his ""PRIME NOW!"" outta my head now"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Exclusive Palm Beach Living,Prime now !!! 😂😂😩😩 he’s hilarious
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,C L,"True! LMAO, HAHAHAHAHAHAH!"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Black Tourmaline,"I can’t stop watching this and order prime now 🤩
Arggg Same Day Delivery?? 🤮🤮🤮🤮 Unamerican! 
Now! Prime Now!!"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,James Erikson,I freaking love this part!!!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Vishwajeet Nand Yaduraj,Here in India it's mostly 4-5 days delivery....And no one cares🧐🧐🧐
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Jersey LTD,Prime nowwww lmaoooo when i press buy the item should be in my hand nowwww
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,Forbearance Bear,Ronny is way too underrated.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,Ally Estrada,"I laughed so hard because it’s true!! 🤣🤣🤣
PRIME NOW! 
BREAK INTO MY HOUSE 😂"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Artspirationnn,Prime Before 🤣🤣
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Daniel Swift,I wonder if Mr. Chieng got paid an endorsement deal for beating these dead Amazon jokes to a pulp.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Diane Brooks,Watching this during beer bug... I feel personally attacked
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Paul Pinto,Writing about Amazon & uploaded by its competitor. Netflix can really take a joke
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,That Won't Flush,"A job application to the Italian mob?

Thinking hard.... Prime!!!! Error 404..

Damnit AI doesnt yet grasp my needs..
M
Maybe a few more Prime updates😅"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,8,jpac,Amazon is the claw.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,R O,😂😂😂 so hilarious!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Sitharos,Omg yes!  Give it to me before I know I want it!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,kohljackal,How little energy can we use?? They came out with the Segway chair.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,PREP X,Imagine how impatient Americans are as a nation in order for services like this to not only be desired but for them to be the norm as well?
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,QueenOfTheClouds,"This reminds me of the worst ad I get on YouTube. “Wanna eat without moving at all”? What kinda life is that? 
Anyways, I use that app like everyday now and I’ve gained at least 10 pounds 😭"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Laurinda Pierre,"I’ve watched it on Netflix 
It’s funny"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,James,AmazonBefore? With all these ads I get everyday like a mind reader...pretty sure they can do it.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,cleve21ful,Amazon can learn a thing or two from China's Taobao. They literally get their items delivered and received within a few hours right after they pressed the buy button. Lol.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Josh Bell,the hand gestures for how to use the item he received
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,Chew Bacca,Love Ronny Chieng. Didn't know he had a Netflix special. Cool.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,The Bible,"Wow, clean comedy, I had no idea Netflix was capable of it."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,hellaclownin,What if covid was a plot by Amazon to keep people in their homes to order from Amazon?
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Nuff916Said,They actually have prime before already😂 when u subscribe to a item they automatically send it every month lol
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Geo Leo,You dont know who relevant this is now. My orders need to come now!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,J. H.,Amazon prime is slow. You should see how fast that’s in China...
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Fluffy Dragon,This video made me hyperventilate
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Cyro mancer of the abyss,PRIME NOW
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Nathan Craig 2,Now we're really never leaving our house
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,IG,genius! i am crying :)
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,"Shayne, TheChangingMan",Ronny no! You're giving Bozos ideas!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Oliver Adam,"Who is laughing now, Ronny?


... I am, still."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Killer Joy,I enjoy road trips... I ain’t a fan of Amazon.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,MCMLXIXwasagoodyear,"ANOTHER comedian from Manchester, NH!!"
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,C. Miranda,Now I want Prime Now!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,2,K A,This guy is the funniest hands down...
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,6,llorie W,More of Ronny please!! xD
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Jason Gomez,Alexa: This guy is spitting!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Florian H.,reminds me of the book QualityLand
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,TheVivienne1990,I have laughed soo hard on this one.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Carl Ji,Looking back at the never leaving ur house message...
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,EaST CoAsT MaCHete,Amazon now.. 2 hour delivery 🤣
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Ricky Gordon,i hope he doesn't order a refrigerator
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Lopez Mario,Cant believe I never heard of this guy!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Shel Bukowski,When now is too slow.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,cuauhtemoc Villa,Murica 💪🏼💪🏼💪🏼
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,1,Rude Valve,Certified Platinum!!!!!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Jay Silence,Ok I gotta see this! I digging this dude.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,shreeram parthasarathy,This is pure comedy.   I loved this special.
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Captain Hook,Holyshit! This guy's good!!!
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Elizabeth Culver Edwards,"Amazon already has those easy buttons that are tied to one product. Running low on Tide or Kleenex or Dawn dish soap, just press your button and the order is placed."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Jimmy Zhang,Hilarious🤣
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,7,Dylan Liu,"What most don’t know is that the Amazon of China, JD, already does 24hr delivery for 94% of its sales, two years ago.....America is lagging behind....."
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,thehoodwinYT,1:28 Teachers talking our phones be like
Ronny Chieng Thinks Amazon Prime Is Too Slow | Netflix Is A Joke,0,Kyle Angeles,Funny this is amazon is moving fulfillment centers to most major cities so if you have prime you should be getting your items within like eight hours if it’s business hours. (I used to work for amazon)
